,0,6,1,2,3,4,5
1061,236169,451229,Pfizer Vaccination,10:30:00,20:00:00,1:00:00,8
1062,301712,238236,Pfizer Vaccination,8:30:00,23:30:00,0:45:00,7
1063,301713,403990,Moderna Vaccination,8:30:00,21:00:00,48:00:00,0
1064,858783,837954,PCR Testing,11:30:00,21:30:00,48:00:00,11
1065,760484,668042,Antibody Test,11:30:00,0:00:00,48:00:00,5
1066,989864,698692,PCR Testing,7:30:00,0:00:00,36:00:00,7
1067,727724,938374,Rapid Test,8:30:00,0:00:00,24:00:00,9
1068,924336,358915,Johnson & Johnson Vaccination,8:30:00,22:30:00,1:00:00,8
1069,629440,835914,PCR Testing,7:30:00,22:30:00,48:00:00,12
1070,137924,317958,Johnson & Johnson Vaccination,8:00:00,21:30:00,0:45:00,11
1071,203461,588107,PCR Testing,8:30:00,22:00:00,24:00:00,7
1072,727754,305483,PCR Testing,8:30:00,22:00:00,24:00:00,6
1073,105163,145944,Moderna Vaccination,9:30:00,23:30:00,24:00:00,0
1074,400078,387744,Pfizer Vaccination,9:30:00,23:30:00,1:00:00,11
1075,596687,186703,PCR Testing,8:30:00,21:30:00,48:00:00,8
1076,432851,602785,Pfizer Vaccination,11:30:00,22:30:00,0:45:00,9
1077,924384,379421,Moderna Vaccination,10:30:00,21:30:00,36:00:00,9
1078,400118,706953,Rapid Test,9:00:00,22:30:00,48:00:00,9
1079,957178,235915,Antibody Test,10:00:00,23:30:00,48:00:00,9
1080,432891,215559,Johnson & Johnson Vaccination,11:30:00,23:30:00,1:00:00,0
1081,989949,557452,Antibody Test,11:30:00,20:00:00,36:00:00,12
1082,596737,668042,Rapid Test,10:00:00,21:30:00,24:00:00,9
1083,400130,315917,Johnson & Johnson Vaccination,7:30:00,0:00:00,0:45:00,6
1084,269060,403990,Johnson & Johnson Vaccination,11:30:00,23:00:00,1:00:00,11
1085,236294,617125,Pfizer Vaccination,9:00:00,23:00:00,1:00:00,9
1086,138018,514445,Antibody Test,9:30:00,22:30:00,24:00:00,11
1087,531242,145944,Johnson & Johnson Vaccination,7:30:00,22:30:00,0:45:00,6
1088,760638,875180,Pfizer Vaccination,9:00:00,20:00:00,0:30:00,6
1089,236369,618889,Antibody Test,9:00:00,21:30:00,48:00:00,13
1090,924499,534864,PCR Testing,11:30:00,22:30:00,48:00:00,6
1091,269144,379421,Johnson & Johnson Vaccination,10:00:00,22:30:00,0:30:00,6
1092,400219,235915,Rapid Test,7:30:00,21:30:00,36:00:00,12
1093,170853,526879,Moderna Vaccination,11:30:00,22:30:00,48:00:00,10
1094,990059,354702,Antibody Test,7:30:00,0:00:00,36:00:00,13
1095,891755,244256,Moderna Vaccination,9:30:00,21:00:00,36:00:00,8
1096,662384,430481,Antibody Test,10:00:00,22:00:00,24:00:00,0
1097,826227,655761,Antibody Test,8:30:00,20:00:00,48:00:00,7
1098,301944,567699,Antibody Test,8:00:00,22:00:00,36:00:00,8
1099,727929,557452,Rapid Test,10:30:00,20:30:00,24:00:00,0
1100,695169,127520,Johnson & Johnson Vaccination,10:30:00,22:30:00,0:30:00,13
1101,138121,690587,Antibody Test,11:00:00,0:00:00,36:00:00,12
1102,301963,514445,Rapid Test,8:30:00,22:00:00,24:00:00,6
1103,236440,858528,Antibody Test,11:30:00,20:30:00,36:00:00,0
1104,924572,443053,Pfizer Vaccination,9:00:00,23:30:00,0:30:00,13
1105,695198,852310,PCR Testing,9:00:00,23:30:00,24:00:00,10
1106,924579,842275,Moderna Vaccination,9:00:00,20:30:00,24:00:00,0
1107,105385,618889,Rapid Test,11:30:00,21:00:00,24:00:00,13
1108,170924,592419,Moderna Vaccination,10:00:00,21:00:00,36:00:00,8
1109,269235,471383,PCR Testing,11:30:00,21:30:00,36:00:00,12
1110,891834,354702,Rapid Test,10:30:00,23:00:00,36:00:00,0
1111,433088,244256,Johnson & Johnson Vaccination,9:00:00,0:00:00,1:00:00,8
1112,695236,416431,Pfizer Vaccination,11:30:00,0:00:00,0:45:00,7
1113,105413,430481,Rapid Test,10:00:00,22:30:00,48:00:00,10
1114,498634,914099,Pfizer Vaccination,11:30:00,22:00:00,1:00:00,9
1115,826322,842275,Johnson & Johnson Vaccination,9:30:00,23:00:00,0:45:00,13
1116,990166,424486,Moderna Vaccination,11:30:00,20:00:00,48:00:00,5
1117,990167,627106,Antibody Test,9:00:00,21:30:00,24:00:00,0
1118,498650,989530,PCR Testing,9:30:00,21:00:00,48:00:00,9
1119,498659,655761,Rapid Test,11:00:00,22:30:00,36:00:00,10
1120,629740,567699,Rapid Test,9:00:00,22:00:00,24:00:00,7
1121,826361,567703,Rapid Test,9:00:00,0:00:00,24:00:00,6
1122,826362,690587,Rapid Test,8:30:00,23:00:00,48:00:00,7
1123,105468,211636,Pfizer Vaccination,9:30:00,21:00:00,0:30:00,10
1124,924670,600415,PCR Testing,10:30:00,0:00:00,36:00:00,11
1125,203784,176679,Moderna Vaccination,8:30:00,0:00:00,24:00:00,12
1126,138248,592419,Johnson & Johnson Vaccination,11:00:00,0:00:00,0:45:00,11
1127,531480,803363,Johnson & Johnson Vaccination,8:30:00,0:00:00,0:45:00,8
1128,695323,424486,Johnson & Johnson Vaccination,11:30:00,21:00:00,0:30:00,13
1129,400419,395615,PCR Testing,8:30:00,21:30:00,48:00:00,11
1130,400424,449207,Pfizer Vaccination,10:30:00,22:00:00,0:45:00,6
1131,367660,176679,Johnson & Johnson Vaccination,11:00:00,21:30:00,1:00:00,5
1132,695351,401960,Johnson & Johnson Vaccination,10:30:00,21:00:00,0:45:00,6
1133,105529,817572,Antibody Test,11:30:00,23:30:00,48:00:00,5
1134,465995,858528,Rapid Test,10:30:00,0:00:00,36:00:00,5
1135,728139,289463,Pfizer Vaccination,9:00:00,0:00:00,0:45:00,13
1136,302157,277032,Johnson & Johnson Vaccination,9:30:00,20:00:00,0:45:00,9
1137,728156,627106,Rapid Test,9:00:00,22:30:00,36:00:00,0
1138,498783,742074,Pfizer Vaccination,9:00:00,0:00:00,0:30:00,5
1139,203878,885090,PCR Testing,8:00:00,0:00:00,24:00:00,8
1140,728172,606563,PCR Testing,9:00:00,20:00:00,48:00:00,9
1141,433262,172583,Johnson & Johnson Vaccination,10:30:00,23:00:00,1:00:00,7
1142,498804,717221,Antibody Test,11:00:00,23:30:00,36:00:00,6
1143,728189,784740,PCR Testing,7:30:00,23:00:00,36:00:00,8
1144,662653,223934,Pfizer Vaccination,11:00:00,20:30:00,0:30:00,9
1145,269444,723302,PCR Testing,8:00:00,22:00:00,24:00:00,5
1146,498822,627391,Pfizer Vaccination,9:00:00,22:30:00,0:30:00,0
1147,597130,731692,Johnson & Johnson Vaccination,9:30:00,20:00:00,1:00:00,10
1148,531599,405860,PCR Testing,11:00:00,0:00:00,48:00:00,9
1149,924816,893636,Pfizer Vaccination,8:00:00,22:00:00,0:30:00,11
1150,793747,401960,Moderna Vaccination,8:00:00,0:00:00,36:00:00,10
1151,498835,805229,PCR Testing,9:30:00,0:00:00,48:00:00,6
1152,564397,272753,PCR Testing,10:30:00,21:30:00,24:00:00,7
1153,203957,651639,PCR Testing,11:00:00,23:00:00,36:00:00,12
1154,367815,688839,Pfizer Vaccination,10:30:00,22:30:00,0:30:00,5
1155,564426,123438,Johnson & Johnson Vaccination,10:30:00,20:00:00,1:00:00,8
1156,302286,405880,PCR Testing,10:30:00,22:00:00,36:00:00,10
1157,466131,739887,Johnson & Johnson Vaccination,10:30:00,23:00:00,1:00:00,12
1158,629974,717221,Rapid Test,10:30:00,23:30:00,36:00:00,0
1159,924890,234185,Pfizer Vaccination,8:00:00,22:00:00,1:00:00,13
1160,924897,606586,PCR Testing,9:00:00,20:30:00,24:00:00,13
1161,269544,725417,Rapid Test,7:30:00,22:00:00,24:00:00,8
1162,826602,961072,Johnson & Johnson Vaccination,8:30:00,23:00:00,0:45:00,5
1163,302316,160462,Pfizer Vaccination,9:00:00,22:30:00,0:45:00,6
1164,433389,322100,Johnson & Johnson Vaccination,9:00:00,21:30:00,1:00:00,9
1165,826611,192938,Rapid Test,11:30:00,20:00:00,24:00:00,9
1166,695555,434896,Pfizer Vaccination,10:30:00,21:00:00,0:30:00,7
1167,826636,277032,Moderna Vaccination,8:30:00,0:00:00,24:00:00,12
1168,859412,735952,Pfizer Vaccination,11:30:00,23:00:00,0:45:00,8
1169,269590,725417,Antibody Test,11:30:00,23:30:00,36:00:00,11
1170,204056,192938,Antibody Test,9:00:00,22:30:00,24:00:00,8
1171,433434,172583,Moderna Vaccination,9:00:00,23:00:00,48:00:00,13
1172,400666,424366,Antibody Test,10:30:00,20:00:00,24:00:00,5
1173,892196,500142,Antibody Test,9:30:00,23:00:00,36:00:00,10
1174,466223,422328,Antibody Test,9:30:00,20:30:00,48:00:00,11
1175,957744,498389,Pfizer Vaccination,11:00:00,21:30:00,0:30:00,9
1176,597294,328408,Pfizer Vaccination,8:30:00,22:30:00,0:30:00,0
1177,859442,539007,PCR Testing,11:00:00,20:00:00,36:00:00,9
1178,859446,975232,PCR Testing,10:30:00,21:30:00,48:00:00,11
1179,269624,506241,PCR Testing,9:00:00,23:00:00,24:00:00,5
1180,793913,568024,Pfizer Vaccination,8:00:00,20:30:00,1:00:00,10
1181,924990,322100,Moderna Vaccination,9:30:00,23:30:00,48:00:00,13
1182,695617,283189,Moderna Vaccination,7:30:00,21:30:00,48:00:00,13
1183,433473,504249,Antibody Test,11:00:00,23:00:00,24:00:00,11
1184,302407,106936,Antibody Test,11:00:00,20:30:00,36:00:00,10
1185,400717,316124,Pfizer Vaccination,11:00:00,21:00:00,0:30:00,8
1186,269656,283189,Johnson & Johnson Vaccination,8:00:00,0:00:00,1:00:00,7
1187,302427,977629,Pfizer Vaccination,11:30:00,22:30:00,0:30:00,12
1188,400738,323969,PCR Testing,8:00:00,22:30:00,48:00:00,11
1189,793954,938374,PCR Testing,8:00:00,22:30:00,24:00:00,12
1190,367972,791269,Pfizer Vaccination,10:30:00,0:00:00,0:30:00,10
1191,859493,397881,Johnson & Johnson Vaccination,8:30:00,20:30:00,0:45:00,5
1192,433514,104893,Antibody Test,7:30:00,21:00:00,48:00:00,11
1193,564592,424366,Rapid Test,9:00:00,20:30:00,36:00:00,5
1194,499062,952768,Antibody Test,9:00:00,23:30:00,36:00:00,6
1195,826752,876994,Antibody Test,9:30:00,0:00:00,24:00:00,0
1196,138648,434749,Moderna Vaccination,10:00:00,22:30:00,24:00:00,9
1197,368043,111337,Pfizer Vaccination,9:30:00,0:00:00,0:45:00,7
1198,892332,377405,Moderna Vaccination,8:30:00,21:30:00,24:00:00,13
1199,564658,706953,PCR Testing,8:30:00,22:00:00,24:00:00,12
1200,302532,235915,PCR Testing,7:30:00,0:00:00,24:00:00,6
1201,204230,232170,Pfizer Vaccination,11:00:00,23:00:00,0:45:00,8
1202,400841,365294,Pfizer Vaccination,11:30:00,21:30:00,0:45:00,11
1203,564691,500142,Rapid Test,8:30:00,23:30:00,24:00:00,6
1204,630227,752197,Moderna Vaccination,9:30:00,0:00:00,24:00:00,12
1205,499168,944564,Rapid Test,11:30:00,21:30:00,24:00:00,11
1206,728544,557452,PCR Testing,7:30:00,20:30:00,36:00:00,12
1207,368099,289351,Moderna Vaccination,10:30:00,22:00:00,36:00:00,13
1208,892388,514445,PCR Testing,11:30:00,0:00:00,48:00:00,11
1209,957941,467699,Pfizer Vaccination,8:30:00,23:30:00,0:45:00,12
1210,269821,600820,Pfizer Vaccination,8:30:00,23:00:00,0:30:00,10
1211,663046,618889,PCR Testing,8:30:00,23:00:00,24:00:00,9
1212,597511,664139,Moderna Vaccination,8:30:00,20:30:00,48:00:00,6
1213,138764,887537,Pfizer Vaccination,10:00:00,22:00:00,0:45:00,7
1214,368148,314104,Pfizer Vaccination,9:00:00,20:00:00,1:00:00,13
1215,106008,484486,Antibody Test,9:30:00,21:30:00,48:00:00,11
1216,597528,289528,Pfizer Vaccination,9:00:00,23:00:00,0:45:00,6
1217,171545,233925,Antibody Test,10:30:00,23:30:00,24:00:00,10
1218,138786,422328,Rapid Test,8:00:00,22:00:00,24:00:00,11
1219,302627,504249,Rapid Test,9:00:00,23:00:00,48:00:00,7
1220,990756,254716,Pfizer Vaccination,10:00:00,22:00:00,1:00:00,7
1221,564772,315979,Moderna Vaccination,10:30:00,20:00:00,48:00:00,9
1222,957995,438864,Moderna Vaccination,7:30:00,22:30:00,24:00:00,8
1223,990766,313941,Moderna Vaccination,8:00:00,20:00:00,48:00:00,11
1224,859694,930390,Moderna Vaccination,8:30:00,20:00:00,36:00:00,5
1225,761398,113094,Antibody Test,9:30:00,20:00:00,36:00:00,11
1226,630327,106936,Rapid Test,8:30:00,21:00:00,48:00:00,12
1227,794169,746236,Pfizer Vaccination,9:00:00,23:30:00,0:30:00,11
1228,204349,354702,PCR Testing,8:00:00,22:30:00,36:00:00,0
1229,728650,250310,Antibody Test,7:30:00,22:30:00,24:00:00,11
1230,564823,426582,Moderna Vaccination,8:30:00,22:00:00,48:00:00,12
1231,400989,430481,PCR Testing,11:00:00,23:00:00,48:00:00,13
1232,958048,207291,Rapid Test,11:30:00,21:00:00,36:00:00,10
1233,663139,682553,Johnson & Johnson Vaccination,11:00:00,0:00:00,0:45:00,12
1234,597604,285275,Moderna Vaccination,11:00:00,23:00:00,48:00:00,12
1235,335468,764510,Moderna Vaccination,8:30:00,22:00:00,36:00:00,12
1236,401006,434749,Johnson & Johnson Vaccination,10:00:00,22:30:00,0:45:00,8
1237,269935,952768,Rapid Test,11:00:00,21:30:00,24:00:00,10
1238,990835,694879,Moderna Vaccination,11:00:00,0:00:00,36:00:00,0
1239,106099,784991,Moderna Vaccination,8:30:00,23:30:00,48:00:00,9
1240,302711,465506,Moderna Vaccination,10:30:00,20:30:00,48:00:00,0
1241,466554,266688,Rapid Test,10:00:00,23:30:00,48:00:00,9
1242,171644,615169,Pfizer Vaccination,9:30:00,0:00:00,1:00:00,13
1243,335489,377405,Johnson & Johnson Vaccination,9:30:00,20:00:00,1:00:00,5
1244,958083,655761,PCR Testing,8:30:00,0:00:00,24:00:00,11
1245,466566,889407,Johnson & Johnson Vaccination,8:00:00,22:00:00,1:00:00,12
1246,532104,862670,Antibody Test,9:00:00,23:00:00,36:00:00,7
1247,302728,991842,Moderna Vaccination,8:00:00,0:00:00,48:00:00,11
1248,925328,940496,Antibody Test,11:00:00,20:00:00,36:00:00,6
1249,433810,326097,Antibody Test,7:30:00,23:00:00,48:00:00,10
1250,564883,876994,Rapid Test,7:30:00,22:30:00,24:00:00,9
1251,106137,567699,PCR Testing,10:00:00,21:30:00,24:00:00,9
1252,433823,752197,Johnson & Johnson Vaccination,10:00:00,21:30:00,1:00:00,13
1253,368291,209665,Pfizer Vaccination,11:00:00,23:30:00,0:30:00,8
1254,171686,484486,Rapid Test,11:30:00,23:30:00,24:00:00,5
1255,368299,893711,Pfizer Vaccination,10:00:00,20:00:00,0:30:00,5
1256,892590,418408,Moderna Vaccination,9:30:00,23:30:00,48:00:00,13
1257,368307,113094,Rapid Test,10:30:00,0:00:00,36:00:00,12
1258,761530,686697,Moderna Vaccination,7:30:00,20:30:00,24:00:00,0
1259,270014,725459,Antibody Test,8:00:00,20:30:00,48:00:00,6
1260,597698,567703,PCR Testing,11:00:00,21:00:00,48:00:00,5
1261,892610,250310,Rapid Test,8:00:00,21:30:00,48:00:00,11
1262,728773,862670,Rapid Test,11:30:00,22:00:00,36:00:00,7
1263,335585,315979,Johnson & Johnson Vaccination,8:30:00,20:30:00,0:30:00,0
1264,237287,510736,Pfizer Vaccination,11:30:00,20:30:00,0:45:00,10
1265,335594,940496,Rapid Test,11:30:00,21:30:00,48:00:00,10
1266,925422,234257,Pfizer Vaccination,9:30:00,22:30:00,0:45:00,6
1267,171761,441106,Pfizer Vaccination,11:30:00,20:30:00,0:45:00,5
1268,532210,105068,Moderna Vaccination,11:00:00,0:00:00,24:00:00,0
1269,106225,690587,PCR Testing,10:30:00,23:00:00,24:00:00,6
1270,532217,533101,Moderna Vaccination,11:30:00,23:00:00,24:00:00,11
1271,663305,534993,Rapid Test,11:30:00,23:00:00,36:00:00,10
1272,630546,971165,PCR Testing,10:00:00,22:00:00,36:00:00,10
1273,302869,223853,Moderna Vaccination,8:00:00,0:00:00,24:00:00,8
1274,663318,326097,Rapid Test,9:30:00,0:00:00,36:00:00,7
1275,368407,987922,Pfizer Vaccination,10:30:00,23:30:00,0:45:00,13
1276,958241,725459,Rapid Test,9:30:00,20:30:00,48:00:00,12
1277,794412,811476,Rapid Test,9:30:00,22:00:00,36:00:00,9
1278,302902,811476,Antibody Test,8:00:00,0:00:00,36:00:00,10
1279,171835,145877,Antibody Test,7:30:00,23:30:00,36:00:00,0
1280,925502,858528,PCR Testing,10:30:00,20:30:00,36:00:00,0
1281,237377,664175,Moderna Vaccination,9:30:00,0:00:00,24:00:00,5
1282,597830,438864,Johnson & Johnson Vaccination,8:30:00,23:00:00,0:45:00,11
1283,368462,627106,PCR Testing,7:30:00,20:00:00,36:00:00,12
1284,958298,817572,PCR Testing,10:00:00,22:00:00,36:00:00,9
1285,958300,391956,Pfizer Vaccination,9:30:00,20:00:00,0:30:00,0
1286,892771,483800,Antibody Test,11:00:00,20:30:00,24:00:00,6
1287,827240,105073,Moderna Vaccination,9:00:00,20:00:00,24:00:00,13
1288,794478,404082,Moderna Vaccination,11:30:00,23:30:00,24:00:00,0
1289,434060,584154,Antibody Test,10:30:00,21:30:00,48:00:00,0
1290,925580,145877,Rapid Test,7:30:00,23:00:00,36:00:00,9
1291,991133,463475,Moderna Vaccination,10:30:00,21:30:00,36:00:00,8
1292,597926,428663,Moderna Vaccination,10:00:00,21:00:00,48:00:00,7
1293,991167,483800,Rapid Test,11:00:00,21:00:00,48:00:00,0
1294,991190,725417,PCR Testing,7:30:00,23:30:00,24:00:00,7
1295,794585,944769,Moderna Vaccination,8:00:00,23:00:00,36:00:00,11
1296,761817,930390,Johnson & Johnson Vaccination,11:00:00,20:30:00,0:30:00,0
1297,860122,752257,Moderna Vaccination,9:30:00,21:30:00,48:00:00,10
1298,991204,594396,Antibody Test,9:00:00,20:30:00,24:00:00,6
1299,172020,584154,Rapid Test,11:30:00,0:00:00,48:00:00,8
1300,466948,594396,Rapid Test,11:00:00,21:00:00,24:00:00,7
1301,237572,780766,Rapid Test,11:30:00,21:30:00,48:00:00,13
1302,303110,262788,Moderna Vaccination,9:30:00,21:30:00,48:00:00,10
1303,204805,426582,Johnson & Johnson Vaccination,11:00:00,21:30:00,0:30:00,11
1304,565301,780766,Antibody Test,8:30:00,20:30:00,36:00:00,7
1305,827464,252694,Pfizer Vaccination,10:30:00,20:30:00,0:30:00,12
1306,172117,318085,Moderna Vaccination,10:30:00,23:30:00,24:00:00,8
1307,663652,707039,Rapid Test,10:00:00,22:30:00,36:00:00,0
1308,106597,707039,Antibody Test,11:00:00,21:00:00,48:00:00,8
1309,794734,598807,Pfizer Vaccination,11:00:00,0:00:00,0:45:00,6
1310,499830,192938,PCR Testing,8:30:00,22:30:00,48:00:00,5
1311,958586,285275,Johnson & Johnson Vaccination,8:00:00,0:00:00,1:00:00,5
1312,729212,365339,Pfizer Vaccination,11:00:00,23:00:00,1:00:00,0
1313,893056,424366,PCR Testing,10:30:00,0:00:00,24:00:00,11
1314,401536,518623,Antibody Test,10:00:00,23:00:00,36:00:00,13
1315,794753,872931,Antibody Test,9:30:00,23:30:00,24:00:00,10
1316,761986,764510,Johnson & Johnson Vaccination,8:00:00,22:00:00,1:00:00,5
1317,434332,500142,PCR Testing,10:30:00,23:30:00,24:00:00,9
1318,860330,694879,Johnson & Johnson Vaccination,8:30:00,22:00:00,0:30:00,0
1319,270514,518623,Rapid Test,10:30:00,21:00:00,24:00:00,6
1320,663735,629344,Johnson & Johnson Vaccination,9:30:00,22:30:00,1:00:00,5
1321,401600,944564,PCR Testing,7:30:00,20:00:00,48:00:00,10
1322,794816,123363,Antibody Test,10:00:00,0:00:00,24:00:00,8
1323,467145,784991,Johnson & Johnson Vaccination,9:30:00,21:30:00,0:45:00,11
1324,729290,350693,Antibody Test,8:00:00,23:00:00,36:00:00,9
1325,205009,504249,PCR Testing,8:30:00,23:00:00,48:00:00,5
1326,139478,686697,Johnson & Johnson Vaccination,8:30:00,22:30:00,1:00:00,12
1327,762071,504453,Moderna Vaccination,11:30:00,22:00:00,48:00:00,9
1328,532698,817809,Moderna Vaccination,11:00:00,23:00:00,48:00:00,0
1329,925916,858605,Antibody Test,10:30:00,23:00:00,24:00:00,13
1330,696543,872931,Rapid Test,8:30:00,20:00:00,48:00:00,5
1331,860384,550905,Pfizer Vaccination,9:30:00,21:30:00,0:45:00,8
1332,172265,666094,Antibody Test,8:30:00,21:00:00,48:00:00,9
1333,467179,106936,PCR Testing,11:30:00,22:30:00,48:00:00,10
1334,205038,973599,Pfizer Vaccination,11:30:00,23:00:00,0:45:00,12
1335,368884,105068,Johnson & Johnson Vaccination,9:30:00,23:30:00,0:45:00,0
1336,336118,533101,Johnson & Johnson Vaccination,7:30:00,20:30:00,1:00:00,5
1337,958713,359058,Moderna Vaccination,8:00:00,21:30:00,24:00:00,12
1338,958720,350693,Rapid Test,7:30:00,20:00:00,36:00:00,8
1339,893187,842385,Moderna Vaccination,9:30:00,0:00:00,48:00:00,0
1340,467207,782999,Moderna Vaccination,10:00:00,23:30:00,48:00:00,10
1341,237834,104893,PCR Testing,8:30:00,20:30:00,36:00:00,9
1342,663823,952768,PCR Testing,10:30:00,21:00:00,36:00:00,7
1343,270610,158182,Rapid Test,9:00:00,21:00:00,48:00:00,9
1344,434453,680743,Pfizer Vaccination,10:00:00,23:00:00,0:30:00,0
1345,139547,727535,Antibody Test,7:30:00,22:00:00,24:00:00,10
1346,303406,358895,Antibody Test,8:00:00,20:00:00,48:00:00,5
1347,500016,240109,Antibody Test,9:30:00,0:00:00,24:00:00,7
1348,139570,463516,Moderna Vaccination,11:00:00,21:30:00,36:00:00,8
1349,467258,874984,Rapid Test,8:00:00,20:30:00,24:00:00,10
1350,139588,223853,Johnson & Johnson Vaccination,10:00:00,22:30:00,1:00:00,5
1351,434503,580086,Antibody Test,10:00:00,22:30:00,24:00:00,8
1352,139602,858605,Rapid Test,10:30:00,21:00:00,36:00:00,6
1353,532831,774648,Antibody Test,9:30:00,21:30:00,48:00:00,0
1354,565601,799389,Moderna Vaccination,11:00:00,21:30:00,24:00:00,11
1355,926070,504624,Pfizer Vaccination,11:30:00,21:00:00,0:45:00,7
1356,893311,666094,Rapid Test,9:30:00,21:00:00,48:00:00,12
1357,106882,238236,Moderna Vaccination,11:00:00,22:30:00,24:00:00,11
1358,467333,865077,Pfizer Vaccination,11:30:00,22:00:00,0:45:00,13
1359,205189,727535,Rapid Test,11:30:00,20:30:00,24:00:00,11
1360,139664,664175,Johnson & Johnson Vaccination,9:00:00,21:30:00,0:30:00,9
1361,631186,508725,Pfizer Vaccination,10:30:00,20:30:00,1:00:00,5
1362,827798,105073,Johnson & Johnson Vaccination,7:30:00,23:00:00,0:30:00,6
1363,106905,936759,Pfizer Vaccination,11:30:00,23:00:00,0:45:00,6
1364,270748,815930,Pfizer Vaccination,7:30:00,0:00:00,1:00:00,8
1365,991645,954995,Johnson & Johnson Vaccination,8:00:00,21:30:00,0:45:00,8
1366,369054,313972,Johnson & Johnson Vaccination,8:00:00,20:30:00,0:30:00,9
1367,172450,387744,Moderna Vaccination,11:00:00,21:00:00,48:00:00,13
1368,827810,876994,PCR Testing,8:30:00,20:30:00,24:00:00,0
1369,532904,957044,Johnson & Johnson Vaccination,9:00:00,23:30:00,0:45:00,8
1370,532935,484486,PCR Testing,7:30:00,21:00:00,48:00:00,0
1371,467401,240109,Rapid Test,8:00:00,21:30:00,24:00:00,8
1372,598476,428663,Johnson & Johnson Vaccination,7:30:00,23:30:00,0:30:00,13
1373,565708,852467,Rapid Test,11:00:00,0:00:00,36:00:00,9
1374,238037,580086,Rapid Test,8:30:00,22:00:00,48:00:00,8
1375,762358,856890,Pfizer Vaccination,10:30:00,0:00:00,0:30:00,13
1376,565758,774648,Rapid Test,10:00:00,20:00:00,48:00:00,0
1377,926209,233925,PCR Testing,11:30:00,21:00:00,36:00:00,7
1378,172545,113094,PCR Testing,8:00:00,21:30:00,36:00:00,0
1379,270862,922274,Moderna Vaccination,8:30:00,20:30:00,36:00:00,0
1380,827920,639481,Antibody Test,10:00:00,20:00:00,24:00:00,6
1381,238096,103076,Moderna Vaccination,9:30:00,22:00:00,48:00:00,5
1382,107035,617125,Moderna Vaccination,8:00:00,23:00:00,48:00:00,12
1383,860708,184826,Rapid Test,11:00:00,21:00:00,36:00:00,5
1384,631356,469505,Rapid Test,11:30:00,23:00:00,36:00:00,9
1385,139845,559739,Johnson & Johnson Vaccination,9:00:00,22:30:00,0:45:00,7
1386,598603,944769,Johnson & Johnson Vaccination,9:00:00,20:30:00,0:30:00,7
1387,336459,344893,Pfizer Vaccination,11:00:00,22:30:00,0:30:00,13
1388,369234,666429,Pfizer Vaccination,11:00:00,21:00:00,0:45:00,12
1389,467540,250310,PCR Testing,11:00:00,21:30:00,48:00:00,5
1390,664152,862670,PCR Testing,11:30:00,22:00:00,48:00:00,9
1391,533081,875180,Moderna Vaccination,9:00:00,0:00:00,48:00:00,9
1392,270938,443053,Moderna Vaccination,10:30:00,0:00:00,24:00:00,11
1393,139871,741889,Antibody Test,9:30:00,21:00:00,48:00:00,0
1394,598625,490157,Moderna Vaccination,10:30:00,20:00:00,24:00:00,0
1395,238211,358915,Rapid Test,7:30:00,20:00:00,24:00:00,0
1396,270981,914099,Moderna Vaccination,8:00:00,20:00:00,24:00:00,10
1397,729734,289463,Moderna Vaccination,8:30:00,20:30:00,36:00:00,8
1398,434833,752257,Johnson & Johnson Vaccination,9:30:00,22:00:00,0:45:00,0
1399,303774,872964,Rapid Test,8:30:00,23:00:00,24:00:00,9
1400,696991,185149,Pfizer Vaccination,9:30:00,22:00:00,1:00:00,6
1401,271015,358915,Antibody Test,8:00:00,20:00:00,36:00:00,9
1402,238256,573957,Rapid Test,10:00:00,23:00:00,24:00:00,11
1403,893623,223934,Moderna Vaccination,9:00:00,22:00:00,48:00:00,8
1404,271035,940496,PCR Testing,7:30:00,23:30:00,48:00:00,12
1405,271043,872964,Antibody Test,11:30:00,20:30:00,36:00:00,5
1406,828108,534993,PCR Testing,10:00:00,21:00:00,48:00:00,0
1407,729806,326097,PCR Testing,10:30:00,0:00:00,24:00:00,10
1408,598746,317958,Rapid Test,10:00:00,20:30:00,36:00:00,5
1409,238314,725459,PCR Testing,7:30:00,21:30:00,24:00:00,13
1410,238318,573957,Antibody Test,7:30:00,20:30:00,24:00:00,9
1411,500466,317958,Antibody Test,7:30:00,21:30:00,36:00:00,10
1412,434932,318144,Moderna Vaccination,9:30:00,23:00:00,48:00:00,10
1413,369403,688839,Moderna Vaccination,11:00:00,22:30:00,24:00:00,5
1414,991999,215559,Rapid Test,10:30:00,22:30:00,24:00:00,11
1415,860930,502598,Pfizer Vaccination,11:30:00,0:00:00,1:00:00,11
1416,992013,811476,PCR Testing,11:30:00,21:00:00,24:00:00,9
1417,369434,318085,Johnson & Johnson Vaccination,9:30:00,23:00:00,0:30:00,8
1418,434972,145877,PCR Testing,9:00:00,20:00:00,24:00:00,11
1419,336675,604868,Moderna Vaccination,10:00:00,0:00:00,48:00:00,6
1420,926510,987277,Pfizer Vaccination,8:30:00,21:00:00,1:00:00,5
1421,926512,315917,Rapid Test,11:30:00,20:00:00,24:00:00,6
1422,729910,394056,Pfizer Vaccination,9:00:00,20:00:00,0:45:00,9
1423,107338,483800,PCR Testing,11:00:00,23:30:00,36:00:00,8
1424,271180,403990,Rapid Test,11:30:00,22:00:00,24:00:00,8
