,0,1
1665,947271,282290
1666,373974,509402
1667,723302,269444
1668,148535,249264
1669,980801,884001
1670,629344,372049
1671,749086,318547
1672,633921,376363
1673,421388,518937
1674,742074,340781
1675,806253,417985
1676,771613,879616
1677,463475,993769
1678,303336,103314
1679,958428,486782
1680,868637,431341
1681,617125,240676
1682,349509,576827
1683,400956,744035
1684,349509,155544
1685,679930,814986
1686,559739,731678
1687,582603,273428
1688,876210,292937
1689,764510,501693
1690,915265,359627
1691,362526,655706
1692,369500,768169
1693,979854,867683
1694,912937,355708
1695,587188,316547
1696,670979,645410
1697,947271,537834
1698,550892,652215
1699,326097,661431
1700,553161,397034
1701,118209,747348
1702,269214,507068
1703,573536,591292
1704,362526,491696
1705,843454,283425
1706,312694,385437
1707,837954,726648
1708,730791,522247
1709,914934,906667
1710,412852,115447
1711,312198,370708
1712,467699,176889
1713,779261,116734
1714,478522,936920
1715,638563,946263
1716,326384,864982
1717,927794,262703
1718,252694,827464
1719,235915,400219
1720,637019,197846
1721,845071,613222
1722,486827,217986
1723,914099,175340
1724,902359,906300
1725,856210,820759
1726,627391,535975
1727,675462,555462
1728,120876,754084
1729,872964,271043
1730,962338,186223
1731,954511,952619
1732,998684,973849
1733,568754,574529
1734,665423,678259
1735,205025,789543
1736,218516,353529
1737,403614,821895
1738,990203,601850
1739,637169,135702
1740,751206,717776
1741,893714,572004
1742,600820,504417
1743,667057,943524
1744,510886,703858
1745,705649,573120
1746,445018,568438
1747,617125,666737
1748,912979,651327
1749,574415,607624
1750,925315,970972
1751,650429,244010
1752,779261,834140
1753,168991,313206
1754,818389,676842
1755,227624,759176
1756,128763,780041
1757,735952,567351
1758,105665,840536
1759,842275,271523
1760,642931,716033
1761,190705,887597
1762,875180,533081
1763,956274,224505
1764,990203,702553
1765,554335,876792
1766,363952,419148
1767,997621,691700
1768,339111,217309
1769,814992,810231
1770,211636,140786
1771,990425,113396
1772,465506,306538
1773,487572,723255
1774,998684,706766
1775,620493,912460
1776,160462,865509
1777,358915,238211
1778,127520,861140
1779,379421,269144
1780,600415,986754
1781,252128,298015
1782,991842,208301
1783,184133,621900
1784,351621,705160
1785,374120,352232
1786,539007,595317
1787,190465,196613
1788,694503,496039
1789,113958,843000
1790,167523,380530
1791,388410,379980
1792,397881,861694
1793,678093,266818
1794,660395,898109
1795,865077,177801
1796,911655,496610
1797,322416,995374
1798,745729,789541
1799,398671,908994
1800,308654,738350
1801,452896,232427
1802,646427,711668
1803,316124,400717
1804,952627,529669
1805,902359,247078
1806,926810,478250
1807,842385,828409
1808,137969,406027
1809,842932,545033
1810,279601,637869
1811,751206,358065
1812,176679,501982
1813,711820,676639
1814,870188,222263
1815,195899,543794
1816,450130,651935
1817,718202,484081
1818,190465,557102
1819,223934,570175
1820,992556,515461
1821,771704,154966
1822,118078,778037
1823,555973,345111
1824,705649,475117
1825,795609,208246
1826,192672,656806
1827,580086,238037
1828,198216,122382
1829,256153,329916
1830,296662,906224
1831,745382,614369
1832,593029,409980
1833,768960,149187
1834,573536,229957
1835,736484,244581
1836,533101,403738
1837,366019,780172
1838,554893,650777
1839,462828,814780
1840,696281,651751
1841,782999,536734
1842,879259,798907
1843,147567,656714
1844,566236,608398
1845,308654,512926
1846,323969,169376
1847,394056,634091
1848,210258,806274
1849,177023,999814
1850,938374,726192
1851,321511,779014
1852,893795,369982
1853,893636,962011
1854,553161,657391
1855,306211,477876
1856,526879,369790
1857,842932,545397
1858,455844,276685
1859,546265,224164
1860,168991,506600
1861,725417,269590
1862,974306,780478
1863,356569,363164
1864,323969,400738
1865,974306,808139
1866,926405,173917
1867,248675,238917
1868,736788,837940
1869,245889,329801
1870,889407,466566
1871,365294,407720
1872,605390,119922
1873,400978,226691
1874,328408,173146
1875,914099,566756
1876,606586,332875
1877,103076,963109
1878,532230,452414
1879,382721,317031
1880,998856,354203
1881,837911,199580
1882,882858,626436
1883,784991,372056
1884,735952,766177
1885,615925,710651
1886,251057,741633
1887,171263,775822
1888,949572,908796
1889,797519,342078
1890,113958,481994
1891,573957,300394
1892,954995,862662
1893,372397,582466
1894,672774,965301
1895,674795,870164
1896,520268,721359
1897,384809,452848
1898,780129,622383
1899,406616,931175
1900,539007,923972
1901,245690,846710
1902,430481,400989
1903,552551,848054
1904,464615,120061
1905,434896,534577
1906,727109,295976
1907,391956,406702
1908,859593,706137
1909,921269,381556
1910,883898,349406
1911,384592,324251
1912,995493,428957
1913,171530,215165
1914,741252,911157
1915,810475,125345
1916,145944,206902
1917,876260,325565
1918,865224,378831
1919,859593,354448
1920,387116,819458
1921,445989,150160
1922,515094,995596
1923,492401,733244
1924,865077,669390
1925,473977,311476
1926,739887,533919
1927,147729,299611
1928,490157,206273
1929,449207,863739
1930,754384,271441
1931,936759,106905
1932,865030,701335
1933,711717,871192
1934,272753,431113
1935,958258,386106
1936,936759,502617
1937,180402,429069
1938,258734,601226
1939,791269,930365
1940,755796,361813
1941,945200,445784
1942,674795,306801
1943,305432,496815
1944,796448,818953
1945,573505,164639
1946,947992,784943
1947,443053,275070
1948,652240,306366
1949,404082,403829
1950,862670,661324
1951,447851,483628
1952,774648,565758
1953,893810,178987
1954,995493,789918
1955,646036,343575
1956,454097,977709
1957,947634,967806
1958,506241,200877
1959,395249,421746
1960,784991,467145
1961,839288,613703
1962,755796,951522
1963,192028,552534
1964,354175,779990
1965,576573,838724
1966,865224,540962
1967,145877,137300
1968,478528,576715
1969,180514,529129
1970,639481,435747
1971,160462,566096
1972,757053,707666
1973,623485,110682
1974,725459,238314
1975,472807,523127
1976,846862,310039
1977,756931,971494
1978,808458,551971
1979,642814,185895
1980,669290,848919
1981,645902,895220
1982,664175,237377
1983,668042,596737
1984,322416,442371
1985,446188,555143
1986,248675,700152
1987,806144,874144
1988,289528,309517
1989,767312,811061
1990,660395,567813
1991,374120,609857
1992,202186,190794
1993,470434,938576
1994,670743,871454
1995,465506,239698
1996,394241,505951
1997,764510,896218
1998,454097,906934
1999,445938,944774
2000,168991,307617
2001,436467,954525
2002,585128,545120
2003,253437,411641
2004,395615,627168
2005,794746,591813
2006,184146,973302
2007,195968,836129
2008,599856,382899
2009,391906,403655
2010,473044,782724
2011,228791,976604
2012,970041,580794
2013,470434,746429
2014,619265,734168
2015,198270,193931
2016,912937,183018
2017,493073,940683
2018,104893,433514
2019,104893,595669
2020,872931,959461
2021,723302,333802
2022,990203,637496
2023,625522,405434
2024,492401,206547
2025,549835,931299
2026,450545,812030
2027,653535,692341
2028,607356,708833
2029,109857,974011
2030,973599,308834
2031,717221,498804
2032,403990,336913
2033,898613,127364
2034,725273,757755
2035,893714,177303
2036,644148,838621
2037,998684,449135
2038,308654,648310
2039,675462,488989
2040,964812,167448
2041,554353,549101
2042,200975,365390
2043,394740,354958
2044,888839,196626
2045,810475,415633
2046,185636,907932
2047,612394,393587
2048,610177,908367
2049,327261,646857
2050,465506,759928
2051,171263,481467
2052,318144,896432
2053,933814,650084
2054,420933,773805
2055,175806,719172
2056,704164,390142
2057,155267,741585
2058,378237,287191
2059,582603,739202
2060,915165,390897
2061,262788,633475
2062,944564,824983
2063,484634,182348
2064,298284,215626
2065,876694,985486
2066,690587,201039
2067,379421,924384
2068,851267,253913
2069,755796,918087
2070,914099,535999
2071,244256,562774
2072,542273,249117
2073,729651,857900
2074,669985,265749
2075,970295,219607
2076,825111,326113
2077,490632,119602
2078,591125,121106
2079,438443,626269
2080,915580,296213
2081,405880,170340
2082,113094,627338
2083,730561,452648
2084,484634,608619
2085,669985,627961
2086,337682,616277
2087,872964,103775
2088,247065,449139
2089,234866,614648
2090,438443,625718
2091,552551,816127
2092,695952,915953
2093,337331,484597
2094,168072,919476
2095,386055,476202
2096,463516,700669
2097,161386,620449
2098,642814,653619
2099,767312,707892
2100,658963,383809
2101,487572,361673
2102,990203,115494
2103,795334,174063
2104,845344,323402
2105,998856,869952
2106,258218,853739
2107,482450,705085
2108,358895,303406
2109,820466,644896
2110,536659,951433
2111,736140,246324
2112,110823,659470
2113,113613,863264
2114,624325,480214
2115,903120,483608
2116,591524,587778
2117,912979,292136
2118,455844,148171
2119,295143,921738
2120,828260,539095
2121,502598,961489
2122,403990,857530
2123,584154,434060
2124,489010,323740
2125,503537,152975
2126,387116,721484
2127,387744,111102
2128,484634,711667
2129,676085,658108
2130,919603,459050
2131,671896,789492
2132,272753,266052
2133,225331,721204
2134,199894,574694
2135,617125,107035
2136,722664,546047
2137,510736,210085
2138,806253,450976
2139,949890,719244
2140,305432,823901
2141,504249,205009
2142,970295,781973
2143,484486,627312
2144,354702,204349
2145,910429,151301
2146,670406,763761
2147,771139,871996
2148,493073,486807
2149,826953,814864
2150,185636,900836
2151,680743,434453
2152,261226,474741
2153,632539,947918
2154,971165,630546
2155,519115,182171
2156,578841,482296
2157,223934,306775
2158,154492,572223
2159,519115,538019
2160,490328,440614
2161,295143,397230
2162,302206,314922
2163,592419,497258
2164,887537,764441
2165,615556,675441
2166,789754,411190
2167,170910,403881
2168,526879,169534
2169,212702,840847
2170,354196,417502
2171,234460,182437
2172,947992,321461
2173,871326,344016
2174,429280,116213
2175,374120,352653
2176,316694,477235
2177,893714,308486
2178,755994,659484
2179,160462,765730
2180,629001,365936
2181,452896,496358
2182,607356,151364
2183,302238,807950
2184,737372,755107
2185,577301,812891
2186,893810,409705
2187,818389,738585
2188,106936,630327
2189,604868,405224
2190,835914,201252
2191,236369,732694
2192,113613,311494
2193,424366,893056
2194,807777,145803
2195,150723,938999
2196,408394,507250
2197,305483,759525
2198,142307,539089
2199,517063,966676
2200,456740,852275
2201,688839,601716
2202,317958,598746
2203,374120,868790
2204,202186,673370
2205,272753,564397
2206,911568,299572
2207,989530,498650
2208,170910,602821
2209,950455,886500
2210,896443,116194
2211,639481,628001
2212,666429,702262
2213,831089,914687
2214,229621,954981
2215,384809,654207
2216,605390,447395
2217,620493,254221
2218,123438,239909
2219,175148,837770
2220,177364,873382
2221,233434,486679
2222,362526,557339
2223,364070,445122
2224,630660,812862
2225,818500,843686
2226,668042,760484
2227,289351,142146
2228,730791,451366
2229,568979,614981
2230,358915,403309
2231,906857,160975
2232,187782,746090
2233,284254,128448
2234,782999,467207
2235,842275,140431
2236,137969,304538
2237,789754,477219
2238,642616,618138
2239,632539,255166
2240,240354,864805
2241,796448,981559
2242,502598,240842
2243,181119,506722
2244,730791,687064
2245,288067,508179
2246,600415,561608
2247,668042,267487
2248,296061,573324
2249,499456,972383
2250,939563,520242
2251,708294,982769
2252,782999,301624
2253,940290,987608
2254,738214,308274
2255,133054,843976
2256,112014,779109
2257,498389,957744
2258,400978,515708
2259,912937,880797
2260,782334,191783
2261,250310,467540
2262,283973,970062
2263,554331,679792
2264,418926,344004
2265,445529,704183
2266,818389,113304
2267,408394,669618
2268,405860,858175
2269,289351,206430
2270,722664,288264
2271,731692,597130
2272,789588,577241
2273,788279,588937
2274,193589,839072
2275,749086,940125
2276,421518,450097
2277,828260,470768
2278,161386,385009
2279,580086,533980
2280,145877,463608
2281,494610,407974
2282,403298,917379
2283,876210,450412
2284,435366,637138
2285,352066,321963
2286,648129,902738
2287,261017,736924
2288,546265,804620
2289,301919,863979
2290,322100,435647
2291,632539,884534
2292,884000,449151
2293,694398,690202
2294,214236,542129
2295,451229,371647
2296,363952,181299
2297,292054,710454
2298,561481,691809
2299,678812,900269
2300,424486,990166
2301,526879,170853
2302,656930,519952
2303,109857,318698
2304,486827,877684
2305,473977,829301
2306,627106,792166
2307,739887,466131
2308,679183,514594
2309,914934,477091
2310,893711,930948
2311,126681,522713
2312,700557,624609
2313,690587,138121
2314,753171,349867
2315,788279,747829
2316,591125,809763
2317,722386,977213
2318,299976,469820
2319,217826,505898
2320,403687,264667
2321,845071,449504
2322,982835,451699
2323,983010,880153
2324,875180,961667
2325,224373,511812
2326,817572,790955
2327,478528,941471
2328,779261,672641
2329,378551,877419
2330,887537,833777
2331,534669,231357
2332,962338,844562
2333,510736,111667
2334,377405,335489
2335,341561,586281
2336,245889,722661
2337,438864,597830
2338,302018,508702
2339,381043,165758
2340,344893,830658
2341,421760,290111
2342,313941,371651
2343,997621,856397
2344,120876,655596
2345,483004,980356
2346,624325,392833
2347,315917,170622
2348,736129,501690
2349,679183,247620
2350,896343,581472
2351,688341,790493
2352,490157,209574
2353,664175,962234
2354,971165,333407
2355,408717,639325
2356,939856,907698
2357,646427,875544
2358,508701,407104
2359,305483,954991
2360,305483,727754
2361,292537,947561
2362,550905,860384
2363,594396,628879
2364,234460,407513
2365,983351,626635
2366,728030,634407
2367,247065,646234
2368,408717,675599
2369,423068,577537
2370,514445,138018
2371,630812,524632
2372,768960,639891
2373,251057,741972
2374,433161,443507
2375,572973,257535
2376,489389,356463
2377,977629,664708
2378,399081,391178
2379,706315,621960
2380,129947,176821
2381,322416,113373
2382,811476,628701
2383,362526,884961
2384,805229,399510
2385,763803,420261
2386,306211,408374
2387,403298,158660
2388,328408,862364
2389,789588,478341
2390,605779,937560
2391,864111,912483
2392,288067,876430
2393,317958,500466
2394,622882,300359
2395,474097,903085
2396,450044,453719
2397,303336,462858
2398,399081,522962
2399,795609,444537
2400,322100,924990
2401,884000,542949
2402,328408,597294
2403,253329,443271
2404,602785,404419
2405,238236,304365
2406,944112,680943
2407,455521,337402
2408,947992,261603
2409,852310,857874
2410,445938,223661
2411,810475,321778
2412,102450,328397
2413,783276,668919
2414,874984,530795
2415,954995,798541
2416,396401,282746
2417,912979,347666
2418,872154,775202
2419,387116,655954
2420,591524,746187
2421,116175,944219
2422,442421,164243
2423,971165,725338
2424,872931,694614
2425,575660,329281
2426,481441,558547
2427,284254,581324
2428,598807,961467
2429,757053,286475
2430,856890,702306
2431,471383,921945
2432,576573,834583
2433,200975,133993
2434,426582,204805
2435,105073,698819
2436,233925,300861
2437,927794,852567
2438,669371,324989
2439,991842,141421
2440,158182,955421
2441,882858,919310
2442,886128,147953
2443,475940,898391
2444,785702,772663
2445,638563,620150
2446,932028,691328
2447,947992,484033
2448,299976,149277
2449,454097,616347
2450,627391,599765
2451,187782,484267
2452,727535,205189
2453,873743,580144
2454,255612,784640
2455,812165,380566
2456,938966,673904
2457,343348,245686
2458,126681,194192
2459,553879,769189
2460,615556,774561
2461,267852,750600
2462,198270,815704
2463,730576,452745
2464,172583,433262
2465,737372,984370
2466,814992,912930
2467,482450,311804
2468,528579,755522
2469,227010,751110
2470,848118,890079
2471,990128,345495
2472,925192,388244
2473,671180,512916
2474,754384,570806
2475,980272,220611
2476,940290,562533
2477,341253,154118
2478,122487,521499
2479,361489,773054
2480,394740,411547
2481,944564,233927
2482,515803,719417
2483,815392,726368
2484,131269,822095
2485,226693,680487
2486,436071,121467
2487,911568,363029
2488,913385,619275
2489,248675,245575
2490,910429,773665
2491,619981,453144
2492,915657,691096
2493,682553,402940
2494,170910,867619
2495,105068,368884
2496,966434,811931
2497,474097,539124
2498,304043,278811
2499,811476,858103
2500,925192,448996
2501,734153,247604
2502,384809,877495
2503,546265,387105
2504,105073,962352
2505,284204,576484
2506,573505,164576
2507,927794,361121
2508,190465,589826
2509,195716,970798
2510,420040,135057
2511,470434,181155
2512,719015,591345
2513,622882,956538
2514,269214,245697
2515,795334,992079
2516,898613,347273
2517,980272,510651
2518,651639,170173
2519,118209,902641
2520,442678,857423
2521,454097,873454
2522,629764,438051
2523,312654,122898
2524,305483,235144
2525,921269,455930
2526,122275,577755
2527,712516,851265
2528,937057,734626
2529,942321,889866
2530,705649,380728
2531,253329,484247
2532,605316,774032
2533,343348,843222
2534,510736,237287
2535,642616,389392
2536,839288,511939
2537,970931,920867
2538,711820,184053
2539,317958,923017
2540,123363,795716
2541,646036,310427
2542,568024,793913
2543,872154,156835
2544,344893,734925
2545,572973,159899
2546,745203,949331
2547,228890,318379
2548,912258,932789
2549,236369,566337
2550,706061,415341
2551,309512,791912
2552,777696,153343
2553,489010,225657
2554,553161,265102
2555,898613,225509
2556,553879,829608
2557,803363,992497
2558,450044,289590
2559,408394,896072
2560,296061,348439
2561,289528,597528
2562,399473,886616
2563,669730,983300
2564,462828,615253
2565,602785,437340
2566,446188,909871
2567,566261,536303
2568,667057,840099
2569,630812,884879
2570,885090,660522
2571,645869,436610
2572,391906,440320
2573,228890,383043
2574,964812,952427
2575,484634,186891
2576,498389,143729
2577,180402,429852
2578,120876,819778
2579,318085,469675
2580,352030,687857
2581,893167,100829
2582,516071,847496
2583,915580,722558
2584,455844,279116
2585,670743,798856
2586,933814,815280
2587,795652,838349
2588,954385,983368
2589,884000,580730
2590,160068,692395
2591,629001,987874
2592,569404,262496
2593,637019,623877
2594,253329,517327
2595,147178,185664
2596,971165,333292
2597,990128,999986
2598,666991,680334
2599,873701,113520
2600,817319,494495
2601,664139,697984
2602,730023,508043
2603,525778,415418
2604,434749,235401
2605,412852,377629
2606,921269,122763
2607,474097,246498
2608,176134,458921
2609,356024,123783
2610,513555,448307
2611,478522,777869
2612,698692,235152
2613,707039,106597
2614,974306,584052
2615,736484,481167
2616,420785,704222
2617,469505,398661
2618,525778,316464
2619,129104,296159
2620,187782,451085
2621,155267,647435
2622,992556,777603
2623,779261,634646
2624,898125,773819
2625,539670,740333
2626,610303,582724
2627,216202,642837
2628,517063,568115
2629,315979,564772
2630,550905,998240
2631,977629,302427
2632,872964,303774
2633,500441,960684
2634,535873,548721
2635,441262,999103
2636,752197,433823
2637,487572,165369
2638,507227,483529
2639,885090,560809
2640,855894,327224
2641,680743,474029
2642,952768,499062
2643,239212,908420
2644,539007,790654
2645,980272,281301
2646,992675,905919
2647,669290,905072
2648,784740,398382
2649,228890,257575
2650,594396,271234
2651,310989,947826
2652,617125,632115
2653,288067,543860
2654,761497,155330
2655,795955,843164
2656,711717,343334
2657,198216,609694
2658,400956,744858
2659,926405,929353
2660,434896,304070
2661,835216,850405
2662,627106,728156
2663,104893,237834
2664,613656,416187
2665,261226,904897
2666,269211,212728
2667,752197,992973
2668,914934,158764
2669,624666,786571
2670,339111,610844
2671,666094,206085
2672,858528,925502
2673,992556,966564
2674,421760,583414
2675,157828,591946
2676,215939,799054
2677,550984,754179
2678,250310,892610
2679,128763,284145
2680,429280,415552
2681,395196,224139
2682,158182,468137
2683,267852,904651
2684,642616,848348
2685,241171,350100
2686,831089,161993
2687,151663,328291
2688,191401,895472
2689,554353,410120
2690,308654,583206
2691,387744,535388
2692,240354,503961
2693,600820,797205
2694,157828,459670
2695,478522,646765
2696,983010,778878
2697,401960,695351
2698,896443,152865
2699,277032,890547
2700,395109,584697
2701,439530,182052
2702,481441,199854
2703,947634,583467
2704,304827,753075
2705,598751,503878
2706,500441,864650
2707,823329,131375
2708,638563,324544
2709,608158,352086
2710,493014,607994
2711,447851,541111
2712,688839,369403
2713,914099,766667
2714,784740,694157
2715,639481,827920
2716,736788,650788
2717,952768,269935
2718,974306,644944
2719,566001,665070
2720,192938,204056
2721,272753,496816
2722,680743,537947
2723,885986,186216
2724,589411,941127
2725,234257,604697
2726,842385,928478
2727,855894,255341
2728,799389,667980
2729,736484,612023
2730,896443,747256
2731,561041,847395
2732,542273,881012
2733,564838,319291
2734,623485,796547
2735,876260,648640
2736,274248,654735
2737,745729,955744
2738,469939,214537
2739,729074,517127
2740,361489,936317
2741,553810,505999
2742,730099,244214
2743,794746,623342
2744,915657,592232
2745,227393,426997
2746,341253,350548
2747,941144,736511
2748,191401,605749
2749,846862,574862
2750,342141,198675
2751,283973,516066
2752,816744,194353
2753,954511,526747
2754,430481,662384
2755,821217,549491
2756,648995,615281
2757,150723,902364
2758,568979,586546
2759,563396,165753
2760,728426,216830
2761,194843,757812
2762,362154,905752
2763,896343,319659
2764,823329,393405
2765,128861,851659
2766,234185,536322
2767,932028,821894
2768,447177,763873
2769,456740,557463
2770,395249,652285
2771,697356,146198
2772,724468,251934
2773,791269,895301
2774,979854,665744
2775,423068,840677
2776,106936,467179
2777,697945,121753
2778,559739,139845
2779,771613,412111
2780,418796,405164
2781,758818,314034
2782,180514,956329
2783,563396,853876
2784,868637,299730
2785,436467,496764
2786,418408,305213
2787,573957,403354
2788,139469,102167
2789,835914,528632
2790,366620,524577
2791,915657,135505
2792,157828,263478
2793,400978,651989
2794,216202,213444
2795,123363,727393
2796,566261,281214
2797,708294,909486
2798,795652,506022
2799,725417,269544
2800,519115,770293
2801,571006,815705
2802,110595,426084
2803,606563,301096
2804,786107,386015
2805,947634,872899
2806,618889,105385
2807,262297,101206
2808,973599,895950
2809,845344,683676
2810,513555,912820
2811,235118,839573
2812,577301,489934
2813,978163,218611
2814,211210,168768
2815,400873,224241
2816,177023,965536
2817,312654,188438
2818,585128,578305
2819,429280,972032
2820,136260,832633
2821,227393,656312
2822,366019,443922
2823,142307,542410
2824,176679,367660
2825,284254,586620
2826,670743,707071
2827,157828,820986
2828,706061,903294
2829,186703,824064
2830,848161,694262
2831,554335,679839
2832,519115,142373
2833,606563,987718
2834,745382,716821
2835,797519,893961
2836,989530,169696
2837,354175,646049
2838,455521,929582
2839,206630,844706
2840,438443,427549
2841,856890,961687
2842,858528,792073
2843,172583,697730
2844,685606,710967
2845,341561,847514
2846,818500,216392
2847,759081,580350
2848,197940,777358
2849,536468,682078
2850,650513,416362
2851,356569,166882
2852,898613,679151
2853,710567,548921
2854,902359,604837
2855,615925,256469
2856,115735,640692
2857,184133,518605
2858,507227,876388
2859,388556,288808
2860,517063,312386
2861,535979,976301
2862,588107,203461
2863,987233,722672
2864,648129,439450
2865,225331,950899
2866,483004,876481
2867,730791,479697
2868,945200,439203
2869,598807,341227
2870,145418,163928
2871,489033,970186
2872,507716,851346
2873,688167,328058
2874,412852,447633
2875,147567,820681
2876,569404,263019
2877,166008,755630
2878,481441,854709
2879,397881,797319
2880,735952,859412
2881,293583,536583
2882,700557,164790
2883,473044,322802
2884,516071,750334
2885,129104,819681
2886,552025,802570
2887,842275,826322
2888,741889,139871
2889,987277,440175
2890,806101,251551
2891,516389,659633
2892,738214,146813
2893,989530,299410
2894,166801,471638
2895,424366,400666
2896,987277,142352
2897,568979,883193
2898,554331,123122
2899,361489,902723
2900,786107,620841
2901,863524,351480
2902,283189,268092
2903,226693,148101
2904,583013,188712
2905,518325,591522
2906,694503,199972
2907,133272,363310
2908,671896,493824
2909,756931,115721
2910,131269,560518
2911,103861,386890
2912,774864,176222
2913,851267,445773
2914,351621,413871
2915,253174,809209
2916,979998,244917
2917,922274,633842
2918,310238,830955
2919,939856,879243
2920,310238,735199
2921,337682,227790
2922,516389,462506
2923,557452,727929
2924,624666,557314
2925,749086,323137
2926,358895,566629
2927,445393,147839
2928,401263,482040
2929,508701,179040
2930,761497,291690
2931,785702,999193
2932,520268,787382
2933,292054,539403
2934,817319,132816
2935,957044,532904
2936,961072,566680
2937,376945,362358
2938,168991,477850
2939,938374,105023
2940,666991,680209
2941,209665,368291
2942,591125,477190
2943,361489,405548
2944,210258,835999
2945,296061,407255
2946,777696,382059
2947,267852,487277
2948,395615,890729
2949,987233,918977
2950,752197,600880
2951,797519,474656
2952,799389,565601
2953,574415,147708
2954,128763,228520
2955,518325,855394
2956,730561,939342
2957,115735,113602
2958,730099,738022
2959,979151,592833
2960,351726,813474
2961,633921,314445
2962,354605,888182
2963,326097,663318
2964,379751,372480
2965,160923,316251
2966,837911,331677
2967,493073,382618
2968,112288,654158
2969,339111,349314
2970,254716,990756
2971,235339,327170
2972,518325,527449
2973,130233,213771
2974,605316,802868
2975,154492,569432
2976,637019,950839
2977,643196,296652
2978,670406,405176
2979,155267,686478
2980,451372,406906
2981,902359,906938
2982,482124,833587
2983,507113,743147
2984,608114,616135
2985,697859,711066
2986,754604,471996
2987,356569,200780
2988,601607,322530
2989,648995,883397
2990,175806,914852
2991,177364,804014
2992,566910,850289
2993,600820,930564
2994,157553,547583
2995,504249,464531
2996,898069,936940
2997,619265,473433
2998,445393,568379
2999,768960,437012
3000,344372,232915
3001,327261,553029
3002,708019,382233
3003,959806,248928
3004,253174,841253
3005,825111,228819
3006,253329,741558
3007,597532,575882
3008,435088,638077
3009,784330,224245
3010,461674,440940
3011,694879,305143
3012,887537,996156
3013,723302,103526
3014,408671,740924
3015,125787,605898
3016,342141,132263
3017,742074,404801
3018,341253,933215
3019,227624,334094
3020,239212,417830
3021,451229,471385
3022,314104,406335
3023,845344,519237
3024,351726,486419
3025,615925,349514
3026,289528,799602
3027,337001,278104
3028,901265,624889
3029,919603,688751
3030,782999,699119
3031,794973,890753
3032,420933,445554
3033,350693,958720
3034,552551,161646
3035,110595,557117
3036,125787,795949
3037,730561,190332
3038,474729,651646
3039,232995,253052
3040,451229,236169
3041,805229,498835
3042,309512,398025
3043,233925,171545
3044,619981,381845
3045,817809,140129
3046,896578,160658
3047,911568,528288
3048,806101,873603
3049,207805,869115
3050,865077,703455
3051,466906,322847
3052,395109,982979
3053,247065,318524
3054,436467,625218
3055,901265,919787
3056,559739,104883
3057,785258,440939
3058,555973,278522
3059,731692,927113
3060,514136,262772
3061,394740,677823
3062,187857,447453
3063,215559,698310
3064,518623,270514
3065,234185,341179
3066,902359,247110
3067,944564,499168
3068,399557,823525
3069,542633,843834
3070,806101,473735
3071,190465,163842
3072,645902,471964
3073,795955,445209
3074,234257,930921
3075,622882,659079
3076,979998,143750
3077,382721,556364
3078,970931,265271
3079,430481,105413
3080,872964,334373
3081,154492,834409
3082,938966,734850
3083,385956,869352
3084,411348,489937
3085,762797,469566
3086,730576,542399
3087,727109,984075
3088,947634,976303
3089,284204,618771
3090,989530,300902
3091,841981,463276
3092,508725,439958
3093,585128,779394
3094,133272,985229
3095,298284,646063
3096,645869,276621
3097,588107,562793
3098,110823,362903
3099,797519,929060
3100,592419,170924
3101,344372,955874
3102,779207,666575
3103,852200,463293
3104,455521,178790
3105,771139,281257
3106,472807,483795
3107,267793,284303
3108,106936,890541
3109,418926,704172
3110,424366,564592
3111,193544,542946
3112,418926,276104
3113,177023,667789
3114,641332,660800
3115,129947,539815
3116,848118,560087
3117,758818,378808
3118,752444,634011
3119,566910,417998
3120,864111,747058
3121,715667,933358
3122,954511,165363
3123,669906,691958
3124,232995,388328
3125,925315,817549
3126,745729,266682
3127,990425,218836
3128,293583,111881
3129,252694,146245
3130,504249,433473
3131,155267,587270
3132,267852,744986
3133,247440,226007
3134,706953,400118
3135,506241,627802
3136,424486,695323
3137,129947,633165
3138,718202,544566
3139,915165,615762
3140,604868,896671
3141,564838,521153
3142,567699,628058
3143,452896,953853
3144,394241,870440
3145,113958,220399
3146,736140,504390
3147,110595,884744
3148,622882,823468
3149,474097,863964
3150,539670,969103
3151,591524,652346
3152,168923,641166
3153,937419,157696
3154,621685,409351
3155,223309,754892
3156,248008,528654
3157,452173,848961
3158,858605,925916
3159,878948,333907
3160,664139,597511
3161,483800,496430
3162,893795,899429
3163,313287,811230
3164,232995,815058
3165,235339,485958
3166,812165,376994
3167,112288,554968
3168,277032,302157
3169,227010,622153
3170,993429,395601
3171,865030,534753
3172,670979,809462
3173,482450,151480
3174,607923,320362
3175,780766,237572
3176,228791,971241
3177,344372,167818
3178,445989,356360
3179,952627,530835
3180,610303,978890
3181,997621,920444
3182,242929,736276
3183,941144,118494
3184,234866,909969
3185,672774,440660
3186,537636,444486
3187,113094,368307
3188,651639,267441
3189,166008,394775
3190,991842,698429
3191,420933,146535
3192,745615,755815
3193,730023,406366
3194,211636,929007
3195,629344,663735
3196,962338,589757
3197,848118,823914
3198,113613,997012
3199,561041,288733
3200,722664,260811
3201,252694,928043
3202,421518,811493
3203,742074,370320
3204,912528,672278
3205,537636,799258
3206,592748,475130
3207,175148,216373
3208,606563,728172
3209,365339,996806
3210,990203,804858
3211,109857,543100
3212,369500,795952
3213,795955,482833
3214,229621,495951
3215,889407,698040
3216,607923,621803
3217,578841,572984
3218,436467,822762
3219,271432,310406
